gem_id,gem_parent_id,source_language,target_language,source,target,references
wikilingua_crosslingual-train-2597631,wikilingua_crosslingual-train-2597631,en,fr,"If roots have clogged a pipe completely, they will block the flow of chemical treatments. Hire a plumber instead to clear the pipe with a Roto Rooter or similar mechanical tool. This also has the advantage of avoiding environmental impacts from herbicide.",Faites nettoyer les tuyaux mécaniquement.,['Faites nettoyer les tuyaux mécaniquement.']
wikilingua_crosslingual-train-2597706,wikilingua_crosslingual-train-2597706,fr,en,"Cela facilitera l'application uniforme de votre eye-liner. Faites attention à ne pas tirer sur les cils. Cela donnerait un résultat peu soigné. De plus, c'est très mauvais pour la santé de vos paupières .",Lightly hold the outer corner of your eye.,['Lightly hold the outer corner of your eye.']
wikilingua_crosslingual-train-2597707,wikilingua_crosslingual-train-2597707,en,fr,This will also help you apply eyeliner evenly. Make sure not to tug the lash line as this can make the line appear smeared. It is also bad for the delicate skin around your eyes.,Maintenez doucement le coin externe de la paupière avec le doigt.,['Maintenez doucement le coin externe de la paupière avec le doigt.']
wikilingua_crosslingual-train-2597760,wikilingua_crosslingual-train-2597760,fr,en,"Humidifiez-en légèrement du papier essuietout pour essuyer le disque depuis le centre jusqu'aux bords. Ne le nettoyez pas en faisant des ronds, cela pourrait provoquer des égratignures qui vont endommager les données de manière irréversible. Il devrait éliminer la plupart des éraflures.",Use soap or Windex. Use a furniture cleaner.,['Use soap or Windex. Use a furniture cleaner.']
wikilingua_crosslingual-train-2597761,wikilingua_crosslingual-train-2597761,en,fr,Slightly wet paper towel to wipe off your disk from the middle towards the outside. Do not use a circular motion; this may cause scratches in line with the data and may permanently make it irreparable! It should remove most of the scratches.,Utilisez du savon ou un produit pour les vitres. Utilisez un produit de nettoyage des meubles.,['Utilisez du savon ou un produit pour les vitres. Utilisez un produit de nettoyage des meubles.']
wikilingua_crosslingual-train-2597774,wikilingua_crosslingual-train-2597774,fr,en,"Tracez un trait pour représenter la partie où la lèvre du haut rencontre celle du bas. La forme de cette ligne varie légèrement d’une personne à une autre et en fonction de l’expression faciale. En général, lorsque le visage est au repos, cette ligne se recourbe légèrement vers le haut aux extrémités et se creuse au milieu. Le creux au milieu doit descendre sur environ la même distance que celle sur laquelle les extrémités remontent . La longueur de cette ligne correspondra à la largeur de la bouche.",Draw the line where both lips meet.,['Draw the line where both lips meet.']
wikilingua_crosslingual-train-2597775,wikilingua_crosslingual-train-2597775,en,fr,"This is the line where the bottom of the upper lip meets the top of the lower lip. The shape of this line is a little different on everyone, and it depends on what facial expression is being made. Generally, for a resting facial expression, this line has a slight upward curve on each side and a dip in the middle. Make the dip about the same length as the upward curving lines on the ends. Make the length of this line as wide as you want the lips to be.",Positionnez la ligne de rencontre des lèvres.,['Positionnez la ligne de rencontre des lèvres.']
wikilingua_crosslingual-train-2597846,wikilingua_crosslingual-train-2597846,fr,en,"Écartez le plus possible les deux lames et posez-les perpendiculairement à la paroi du bocal. Les deux lames de la paire de ciseaux doivent être ouvertes au maximum sur le bocal pour pouvoir aiguiser la totalité de la longueur des deux tranchants. Tenez le bocal d'une main et la paire de ciseaux, de l'autre. À l'aide d'un peu d'essuietout humide, nettoyez précautionneusement vos lames afin d'ôter les microscopiques résidus de verre qui se sont détachés du bocal.",Fit the scissor blades around the mason jar. Wipe down the scissors.,['Fit the scissor blades around the mason jar. Wipe down the scissors.']
wikilingua_crosslingual-train-2597847,wikilingua_crosslingual-train-2597847,en,fr,"Open the pair of scissors as wide as they can go, and position the blades around the sides of the mason jar. The jar should be as far as it can go between the two blades. Hold the jar with one hand, and the scissors with the other hand. Using a damp paper towel, wipe down the blades of the scissors to clear off any microscopic glass pieces that may have gathered on the blades while you were cutting the mason jar.",Placez les lames contre le bocal. Nettoyez votre paire de ciseaux.,['Placez les lames contre le bocal. Nettoyez votre paire de ciseaux.']
wikilingua_crosslingual-train-2597850,wikilingua_crosslingual-train-2597850,fr,en,"Veillez à ne pas vous faire mal alors que vous maintenez cette position. De plus, si vous ne parvenez pas à tendre parfaitement vos jambes, restez-en à une position où vous sentirez vos muscles se tendre, sans que cela vous fasse mal. Avec de l'entrainement, vous parviendrez à toucher vos orteils. Une fois que vous parvenez à toucher vos orteils sans difficulté, vous devrez travailler la position jusqu'à parvenir à placer vos mains à plat sur le sol, devant vos pieds.",Hold this position for 15-20 seconds.,['Hold this position for 15-20 seconds.']
wikilingua_crosslingual-train-2597851,wikilingua_crosslingual-train-2597851,en,fr,"Hold the position but don’t strain yourself. Keep your head in line with your spine. Additionally, if you can’t quite reach the point where your legs are straight, hold it at a position where you feel a nice stretch without discomfort. The full extension will come in increments with continued attempts. Once you can easily touch your toes, the next step in this stretching exercise is to build up to doing it with your palms flat on the ground just in front of your feet as opposed to simply touching your toes.",Maintenez cette position pendant 15 à 20 secondes.,['Maintenez cette position pendant 15 à 20 secondes.']
wikilingua_crosslingual-train-2597861,wikilingua_crosslingual-train-2597861,en,fr,"Now that you have the enchantment that you want to use, you can add it to an offensive or defensive item (e.g., a sword or an armor piece). It should go in the box on the far-left side. Select the book, then select the middle box in the anvil's window. You should see your now-enchanted item appear on the far-right side of the anvil; select it and move it to your inventory to complete the process.",Ouvrez l’enclume. Placez l’objet sur l’enclume. Ajoutez le livre enchanté. Récupérez l’objet enchanté.,['Ouvrez l’enclume. Placez l’objet sur l’enclume. Ajoutez le livre enchanté. Récupérez l’objet enchanté.']
wikilingua_crosslingual-train-2597878,wikilingua_crosslingual-train-2597878,fr,en,"Pour ce masque tout simple, vous aurez besoin de suffisamment de miel pour couvrir vos lèvres, d'une petite spatule ou d'une cuillère, et de film plastique. Ce masque est très efficace sur les lèvres sèches et gercées. Le miel est un hydratant naturel, et en le laissant poser un bon moment sur vos lèvres, vous obtiendrez une bouche bien hydratée, douce et soyeuse.",Gather your supplies. Leave the honey and plastic wrap on your lips for 15 minutes.,['Gather your supplies. Leave the honey and plastic wrap on your lips for 15 minutes.']
wikilingua_crosslingual-train-2597879,wikilingua_crosslingual-train-2597879,en,fr,"For this simple mask, you will need enough raw honey to cover your lips, a small spatula or spoon, and some plastic wrap. This mask is great for those with dry or chapped lips. Honey is a natural moisturizer, so leaving it on your lips for so long will allow it to hydrate your lips, leaving them feeling soft and silky.",Rassemblez le nécessaire. Laissez poser le miel et le film plastique pendant 15 minutes.,['Rassemblez le nécessaire. Laissez poser le miel et le film plastique pendant 15 minutes.']
wikilingua_crosslingual-train-2597931,wikilingua_crosslingual-train-2597931,en,fr,"If you look at her and she's already looking back at you, smile at her. Girls like it when the guy makes the first move. Hold the eye contact just for a second, then smile at her. If she likes you, she'll smile back. If she doesn't like you, she'll give you a weird look or turn away.  Smile with your eyes and make sure you have white teeth and a nice breath. Don't use the smile test unless you guys know each other. Don't try this with a crush that doesn't know you.",Essayez de sourire.,['Essayez de sourire.']
wikilingua_crosslingual-train-2597951,wikilingua_crosslingual-train-2597951,en,fr,"Java.com has a test program that will confirm your Java installation. You can run it here. The page will automatically detect which browser you are using. Internet Explorer will most likely prompt you with one or two security checks, either at the top of the browser or in a pop-up window. Confirm these in order to run the Java applet. If you have Java installed correctly, a green check mark will appear, along with the message “Your Java is working.” Your version will be listed in the gray box.",Exécutez l'applet de Java. Permettez à l'applet de s'exécuter. Vérifiez les résultats du test.,"[""Exécutez l'applet de Java. Permettez à l'applet de s'exécuter. Vérifiez les résultats du test.""]"
wikilingua_crosslingual-train-2597977,wikilingua_crosslingual-train-2597977,en,fr,"This is important in case you accidentally light the paper on fire; you can just drop it into the sink and douse it in water. For this particular method you should write on the paper after the aging process, to avoid losing some of your work with excessive burning. There is no difference in the effectiveness of each source of fire. Simply use whatever is available to you. Avoid using a butane lighter as the flame is too intense for this type of work.",Tenez votre feuille de papier au-dessus de l’évier. Procurez-vous une bougie ou un briquet.,['Tenez votre feuille de papier au-dessus de l’évier. Procurez-vous une bougie ou un briquet.']
wikilingua_crosslingual-train-2597985,wikilingua_crosslingual-train-2597985,en,fr,"Your bobbin should have a tiny hole in the side. Some bobbins have several. Push the end of your thread through the hole in your bobbin. You only need to push the thread through one hole on one side. If your bobbin has more than one hole in it, you can use any of the holes. The bobbin winder is a cylindrical metal piece that looks similar to the spool pin and is about the size of the hole in the center of your bobbin. Next to the bobbin winder, you should see a round plastic piece.",Enfilez la canette. Cherchez le porte-canette.,['Enfilez la canette. Cherchez le porte-canette.']
wikilingua_crosslingual-train-2598126,wikilingua_crosslingual-train-2598126,fr,en,"Une fois l'application installée, vous pouvez appuyer sur le bouton Ouvrir afin de l'ouvrir directement à partir de sa page dans le Play Store. Vous pouvez aussi vous rendre dans votre « appdrawer » pour ouvrir l'application.",Open “Uninstall Master Uninstaller.,['Open “Uninstall Master Uninstaller.']
wikilingua_crosslingual-train-2598127,wikilingua_crosslingual-train-2598127,en,fr,"” Once installed, you can tap on “Open” to launch it from there. Alternatively, you can go to your app drawer and look for the app and launch it there.",Ouvrez Uninstall Master Uninstaller.,['Ouvrez Uninstall Master Uninstaller.']
wikilingua_crosslingual-train-2598140,wikilingua_crosslingual-train-2598140,fr,en,Rendez-vous sur le site internet de Skype pour télécharger Skype pour téléphone mobile.  Skype vous enverra le lien de téléchargement de l'application via SMS. Le message devrait venir dans l'immédiat. Cliquez sur le lien fourni dans le message et cela vous dirigera directement vers l'application Skype dans BlackBerry World. Cliquez sur « télécharger » et l'installation de l'application commencera sur votre téléphone.,Launch a search engine from your computer. Click “Get the app” for BlackBerry. Input your mobile number when prompted. Check your texts. Download the Skype app.,['Launch a search engine from your computer. Click “Get the app” for BlackBerry. Input your mobile number when prompted. Check your texts. Download the Skype app.']
wikilingua_crosslingual-train-2598141,wikilingua_crosslingual-train-2598141,en,fr,"Go to the Skype site to download Skype for a mobile phone.  Skype will send you the link to download the app via SMS. The text should come through immediately. Click the link provided in the message, and it will take you directly to the Skype app in BlackBerry World. Click “download” and the app will begin installing on your phone.",Lancez un moteur de recherches sur votre ordinateur. Cliquez sur « obtenir l'application » pour BlackBerry. Insérez votre numéro de téléphone ensuite. Vérifiez votre boite de messagerie. Téléchargez l'application Skype.,"[""Lancez un moteur de recherches sur votre ordinateur. Cliquez sur «\xa0obtenir l'application\xa0» pour BlackBerry. Insérez votre numéro de téléphone ensuite. Vérifiez votre boite de messagerie. Téléchargez l'application Skype.""]"
wikilingua_crosslingual-train-2598188,wikilingua_crosslingual-train-2598188,fr,en,"C’est notre cas !  Arrondir ou garder ce nombre décimal ? Telle est souvent la question. Tout va dépendre de ce que vous allez faire de ce pourcentage par la suite. Cependant, plus la variation est importante, plus on garde de décimales (2, 3, 4, 5…). C’est ce qu’il faut faire pour pouvoir donner une réponse en pourcentage (« pour cent »). Le résultat sera votre pourcentage d’augmentation. Par exemple, dans notre cas, vous devez multiplier 4,33 par 100 pour obtenir une augmentation de 433 %.",Take your answer in decimals. Multiply the decimal number by 100.,['Take your answer in decimals. Multiply the decimal number by 100.']
wikilingua_crosslingual-train-2598189,wikilingua_crosslingual-train-2598189,en,fr,"You will want to keep between 2 and 7 decimal points in your decimal answer. The larger your change is, the more likely you will need extra decimal points for an accurate figure. This is how you convert a decimal to a percentage. This percentage is your percent increase. For example, with our figure, you would multiply 4.33 times 100 to get a percent increase of 433 percent.","En général, on obtient un nombre décimal. Multipliez ce nombre décimal par 100.","['En général, on obtient un nombre décimal. Multipliez ce nombre décimal par 100.']"
wikilingua_crosslingual-train-2598312,wikilingua_crosslingual-train-2598312,fr,en,"Il s'agit de l'application représentée par une icône d'engrenage grise sur l'écran d'accueil. L'application Snapchat serait regroupée avec vos autres applications dans la moitié inférieure de la page. Elle deviendra verte. Dorénavant, Snapchat pourra accéder à tous vos contacts téléphoniques.",Open your iPhone's Settings. Tap Snapchat. Slide the Contacts button to the “On” position.,"[""Open your iPhone's Settings. Tap Snapchat. Slide the Contacts button to the “On” position.""]"
wikilingua_crosslingual-train-2598313,wikilingua_crosslingual-train-2598313,en,fr,"It’s an app with a gray gear, usually found on the home screen. It will be grouped with your other apps, in the bottom half of the page. It will turn green. Now, Snapchat has access to all of your phone contacts.",Accédez aux paramètres de votre iPhone. Appuyez sur Snapchat. Activez l'option Contacts.,"[""Accédez aux paramètres de votre iPhone. Appuyez sur Snapchat. Activez l'option Contacts.""]"
wikilingua_crosslingual-train-2598428,wikilingua_crosslingual-train-2598428,fr,en,"Bien qu'il existe plusieurs nettoyants sur le marché, ils sont souvent fabriqués avec des quantités excessives de détergent, ce qui peut provoquer ces marques. Donc, vous feriez mieux de préparer vous-même votre solution nettoyante ou de faire un mélange à parts égales de vinaigre et d'eau .",Avoid store-bought cleaners.,['Avoid store-bought cleaners.']
wikilingua_crosslingual-train-2598429,wikilingua_crosslingual-train-2598429,en,fr,"Although there are many brands of commercial window cleaner, they tend to include excessive amounts of soap, which will cause streaking. As such, you are better off using either an equal part mixture of vinegar and water or a homemade cleaning solution.",N'utilisez pas de nettoyants commerciaux.,"[""N'utilisez pas de nettoyants commerciaux.""]"
wikilingua_crosslingual-train-2598474,wikilingua_crosslingual-train-2598474,fr,en,"Après avoir déposé la dernière couche de bandes de papier mâché, laissez la piñata sécher jusqu’à ce qu’elle ait durci.",Let the pinata dry.,['Let the pinata dry.']
wikilingua_crosslingual-train-2598475,wikilingua_crosslingual-train-2598475,en,fr,"Once you have finished adding layers of paper mache, let the pinata sit until it is completely dry and has hardened. How long this will be will depend on many factors, including how thick the paper mache is, and the humidity and temperature of the air. In general, plan on several days.",Laissez sécher la piñata.,['Laissez sécher la piñata.']
wikilingua_crosslingual-train-2598525,wikilingua_crosslingual-train-2598525,en,fr,"Every time you report to the Dark Brotherhood after a murder, you get around 100-200 coin. Complete the dark brotherhood; it gives you 20,000 gold. Joining factions means doing quests, and quests usually are fair pay (depending on the person and quest). Interact with them and they will usually bet you about 100 coins for a brawl. If you have the gloves that give you an extra 10 damage per strike you can down them in a couple of blows. Or if you are a Khajiit, punches are powerful because of your claws.",Intégrez la Confrérie noire. Rejoignez les différentes factions et achevez beaucoup de quêtes. Allez dans une auberge et cherchez les personnes soules.,['Intégrez la Confrérie noire. Rejoignez les différentes factions et achevez beaucoup de quêtes. Allez dans une auberge et cherchez les personnes soules.']
wikilingua_crosslingual-train-2598586,wikilingua_crosslingual-train-2598586,fr,en,"Mesurez-en la quantité dont vous avez besoin pour votre recette et découpez-le avec un couteau de cuisine. Ensuite, servez-vous du couteau pour couper des morceaux d'environ 6 mm pour qu'il se ramollisse plus vite. Mettez-les dans un récipient qui passe au microonde . Il n'est pas obligatoire de le découper, mais cela permettra de le faire ramollir plus vite.",Cut the butter into 1⁄2 inch (1.3 cm) squares.,['Cut the butter into 1⁄2 inch (1.3\xa0cm) squares.']
wikilingua_crosslingual-train-2598587,wikilingua_crosslingual-train-2598587,en,fr,"Measure out the amount of butter you need for your recipe and cut it off the stick with a chef’s knife. Then use your knife to cut the pieces into 1⁄2 in (1.3 cm) chunks so it softens faster. Put all of the chunks in a microwave-safe container. You don’t need to cut the butter, but it will make it soften faster in your microwave.",Découpez le beurre en cubes de 6 mm.,['Découpez le beurre en cubes de 6 mm.']
wikilingua_crosslingual-train-2598588,wikilingua_crosslingual-train-2598588,fr,en,Ces personnes vous donnent plus d'assurance et vous devriez vous rendre compte que ce que vos ennemis racontent n'a aucune importance aussi longtemps que vous avez des personnes sympathiques à vos côtés.,Surround yourself with friends and people who like you for who you are.,['Surround yourself with friends and people who like you for who you are.']
wikilingua_crosslingual-train-2598589,wikilingua_crosslingual-train-2598589,en,fr,These people will make you feel more confident about yourself and you should realize that it doesn’t matter what haters say as long as you have good friends by your side.,Entourez-vous de personnes amicales et de celles qui vous apprécient pour ce que vous êtes.,['Entourez-vous de personnes amicales et de celles qui vous apprécient pour ce que vous êtes.']
wikilingua_crosslingual-train-2598643,wikilingua_crosslingual-train-2598643,en,fr,"Flaxseed oil is an easy and safe way to ingest flaxseed without having to grind the seeds. It’s also a good moisturizer for your skin. You can also drink 2-3 teaspoons of flaxseed oil a day in a glass of water or a smoothie. Flaxseed oil has a low smoke point so it does not hold up to the high heat of a burner and is not recommended for cooking on the stove. Flaxseed oil can become unstable if exposed to heat, so keep it cool in the refrigerator after you use it.",Recherchez de l'huile de lin dans votre magasin bio habituel. Versez de l'huile de lin dans vos salades et vos soupes. Ne cuisinez pas avec l'huile de lin. Placez l'huile de lin au réfrigérateur après usage.,"[""Recherchez de l'huile de lin dans votre magasin bio habituel. Versez de l'huile de lin dans vos salades et vos soupes. Ne cuisinez pas avec l'huile de lin. Placez l'huile de lin au réfrigérateur après usage.""]"
wikilingua_crosslingual-train-2598701,wikilingua_crosslingual-train-2598701,en,fr,"If your tattoo is quite small or light in color, it may be possible to cover it up with an airbrush spray tan. These spray tans not only darken the skin but also even out skin tone and cover imperfections.  Call into your local tanning salon to see if they offer airbrushing services. Show them your tattoo and ask them if they think the treatment would effectively cover it up. At-home spray tan products such as Sally Hansen airbrush legs can also be used to try to cover up small, light-colored tattoos.",Procurez-vous un fond de teint en vaporisateur.,['Procurez-vous un fond de teint en vaporisateur.']
wikilingua_crosslingual-train-2598707,wikilingua_crosslingual-train-2598707,en,fr,"Fry bread is most delicious while it's still hot. Eat the fry bread straight from the pan or top it with one of the following toppings:  Honey and butter mixed together Powdered sugar Cinnamon If you're feeling ambitious, use your fry bread to create a traditional, filling treat. Fill the fry bread with some or all of the following taco ingredients:   Ground beef cooked with taco seasoning Chopped lettuce Chopped tomatoes Chopped onions Pinto beans Sour cream Green chile Salsa",Servez immédiatement. Préparez des tacos navajos.,['Servez immédiatement. Préparez des tacos navajos.']
wikilingua_crosslingual-train-2598751,wikilingua_crosslingual-train-2598751,en,fr,"Because it takes a lot of work, only use it if you have a few anthills. You have options such as liquid drenches, aerosols, or solids. All are effective if you use them right. Ants like good weather, and they will be closer to the top of the anthill. The products only kill on contact. Water solids such as granules or powder to push them into the mound. You also inject aerosols into the ground and pour liquids. For instance, if you add insecticide to a watering can, don't use that for watering later.",Sachez quand vous pouvez vous servir de cette méthode. Choisissez un produit. Choisissez un jour de beau temps. Appliquez le produit suivant le mode d'emploi. Ne réutilisez pas les récipients à d'autres usages.,"[""Sachez quand vous pouvez vous servir de cette méthode. Choisissez un produit. Choisissez un jour de beau temps. Appliquez le produit suivant le mode d'emploi. Ne réutilisez pas les récipients à d'autres usages.""]"
wikilingua_crosslingual-train-2598798,wikilingua_crosslingual-train-2598798,fr,en,"Pour pouvoir utiliser AirPlay, vous aurez besoin d'un iPad 2 ou plus récent et d'un Apple TV de deuxième génération ou plus récent. Votre iPad et votre Apple TV doivent également utiliser le même réseau Wi-Fi. Vous devez mettre à jour votre iPad avant de procéder pour être sûr d'obtenir la meilleure qualité possible. Vous pouvez déconnecter le film à tout moment en appuyant une nouvelle fois sur l'icône AirPlay (ou sur l'icône Recopie vidéo) ou en désactivant le Wi-Fi de votre iPad.",Make sure you have the right equipment. Enjoy your movie.,['Make sure you have the right equipment. Enjoy your movie.']
wikilingua_crosslingual-train-2598799,wikilingua_crosslingual-train-2598799,en,fr,"In order to use AirPlay, you will need an iPad 2 or newer, as well as a second generation Apple TV or newer. Your iPad and your Apple TV must also be on the same Wi-Fi network. You should update your iPad's software before streaming to make sure that you get the best possible quality. You can disconnect the movie at any time by tapping the AirPlay icon (or Screen Mirroring icon) again, or by turning off your iPad's Wi-Fi.",Assurez-vous que vous avez le bon équipement. Regardez votre vidéo.,['Assurez-vous que vous avez le bon équipement. Regardez votre vidéo.']
wikilingua_crosslingual-train-2598881,wikilingua_crosslingual-train-2598881,en,fr,"in cold water. After rinsing the socks, wash them separately in your washing machine using cold water and regular detergent. This will help lock the dye into the fibers of the fabric so the colors last longer.  Wash your socks separately a few times before throwing them in with other other clothes to prevent the dye from running. Your socks should be dried according to their fabric care instructions. In most cases, using your dryer is perfectly fine.",Lavez les chaussettes à l'eau froide.,"[""Lavez les chaussettes à l'eau froide.""]"
wikilingua_crosslingual-train-2598906,wikilingua_crosslingual-train-2598906,fr,en,"Vous aurez besoin de deux blocs de fer. Pour se faire, placez les deux blocs de fer dans un fourneau. Placez le fer dans la case du haut et le carburant (du charbon par exemple) dans la case du bas.",Mine for iron. Smelt it. Retrieve the two iron ingots that you have smelted.,['Mine for iron. Smelt it. Retrieve the two iron ingots that you have smelted.']
wikilingua_crosslingual-train-2598907,wikilingua_crosslingual-train-2598907,en,fr,"You'll need two iron ores. This is done by placing the two ores into a furnace. Place iron in the top slot, fuel (coal) in the bottom slot.",Minez du fer. Faites fondre le fer. Récupérez les deux lingots de fer que vous venez de fondre.,['Minez du fer. Faites fondre le fer. Récupérez les deux lingots de fer que vous venez de fondre.']
wikilingua_crosslingual-train-2598938,wikilingua_crosslingual-train-2598938,fr,en,"Pour les dalles de vinyle en PVC ou en polyvinyle, posez la dalle à plat à la suite de la dalle précédente, en l'alignant avec précision. Ne faites pas glisser les dalles pendant la pose pour ne pas déplacer la couche de colle.",Lay the vinyl.,['Lay the vinyl.']
wikilingua_crosslingual-train-2598939,wikilingua_crosslingual-train-2598939,en,fr,"For solid vinyl tiles (VCT, or vinyl composition tiles), place each one flat, perfectly aligned with the row, and snugly abutting the previous tile. Do not slide the tiles when laying them, as this will ""drag"" the adhesive.",Posez le vinyle.,['Posez le vinyle.']
wikilingua_crosslingual-train-2598968,wikilingua_crosslingual-train-2598968,fr,en,"Réglez la flamme entre feu moyen et feu vif, puis patientez jusqu'à ce que de gros bouillons se forment. Veillez à n'utiliser que la quantité d'eau nécessaire, afin qu'elle se maintienne à un niveau peu élevé. Pour ce type de cuisson, seule la vapeur est requise et non l'eau en elle-même.",Boil 1/2-inch (1 1/4-cm) of water in a medium saucepan over medium-high heat.,['Boil 1/2-inch (1 1/4-cm) of water in a medium saucepan over medium-high heat.']
wikilingua_crosslingual-train-2598969,wikilingua_crosslingual-train-2598969,en,fr,"Allow the water to reach a rolling boil. Do not use too much water, since the water level needs to remain fairly low. Only the steam is needed to cook the squash, not the water itself.",Mettez 2 cm d'eau à bouillir dans une casserole de taille moyenne.,"[""Mettez 2 cm d'eau à bouillir dans une casserole de taille moyenne.""]"
wikilingua_crosslingual-train-2598975,wikilingua_crosslingual-train-2598975,en,fr,"It is three horizontal lines in the top right of the window, by default. Unless you've moved it, it should be on the same line as your URL bar. ” It is halfway down the menu, with a - and a + surrounding the current zoom percentage.",Cliquez sur l’icône du menu de Google Chrome . Localisez la fonction Zoom. Faites un zoom arrière en cliquant le bouton -.,['Cliquez sur l’icône du menu de Google Chrome\xa0. Localisez la fonction Zoom. Faites un zoom arrière en cliquant le bouton -.']
wikilingua_crosslingual-train-2599045,wikilingua_crosslingual-train-2599045,en,fr,"If linens, bedding, towels and the like remain, they should be washed or cleaned and then stored in boxes, preferably rodent-proof ones. Strip beds to allow the mattresses to air out. Open empty drawers and closets; use mothballs in the others. Vacuum carpets and floors. This will ensure that no crumbs or other sources of food remain for vermin. Dispose of or move potentially flammable items such as oily rags and stacked papers, before you leave.","Nettoyez tout. Prenez toutes les précautions contre les incendies. Fermez les conduits, les volets et les bouches d'aération. Arrangez-vous pour que quelqu'un vienne arroser vos plantes si nécessaire.","[""Nettoyez tout. Prenez toutes les précautions contre les incendies. Fermez les conduits, les volets et les bouches d'aération. Arrangez-vous pour que quelqu'un vienne arroser vos plantes si nécessaire.""]"
wikilingua_crosslingual-train-2599117,wikilingua_crosslingual-train-2599117,en,fr,"You can find it at the top of the screen. You can choose the basic, pro, or business.  The basic service is free and allows you to store up to 10GB. The pro version costs $2.49 a month and will allow you to store up to 1TB worth of files. The business version costs $24.99 a month and will allow you to store 100TB. On the given fields, enter your first and last name, e-mail address, and password.",Cliquez sur le bouton Sign Up (s'inscrire). Choisissez un abonnement. Entrez les informations relatives à votre compte. Cochez la case à côté de I agree to the terms of service.,"[""Cliquez sur le bouton Sign Up (s'inscrire). Choisissez un abonnement. Entrez les informations relatives à votre compte. Cochez la case à côté de I agree to the terms of service.""]"
wikilingua_crosslingual-train-2599126,wikilingua_crosslingual-train-2599126,fr,en,"Pendant que le four chauffe, prenez le temps de réduire le chocolat en morceaux. Placez-le dans un plat non beurré . Laissez le chocolat cuire pendant 15 minutes. Au bout de 15 minutes, retirez le plat du four. Le chocolat doit avoir l'air ramolli, mais pas fondu (ne vous inquiétez pas, il est fondu). Continuez à remuer jusqu'à ce qu'il n'y ait plus de morceaux. Utilisez le chocolat pour un dessert ou toute autre recette de votre choix.",Preheat the oven to 120ºF (48.8ºC). Place the pan into the oven. Stir the bark immediately. Finished.,['Preheat the oven to 120ºF (48.8ºC). Place the pan into the oven. Stir the bark immediately. Finished.']
wikilingua_crosslingual-train-2599127,wikilingua_crosslingual-train-2599127,en,fr,"While the oven is heating, take the time time to break the bark up into chunks. Place the chunks in an ungreased pan. Let the bark cook for approximately 15 minutes. Once the time is up, remove the bark from the heat. The bark should look soft but not fully melted (don’t worry--it really is melted). Continue to stir until there are no chunks left. Use the melted almond bark for dipping treats into or pouring into a chocolate mold.",Préchauffez votre four à 50 °C. Placez le plat au four. Remuez immédiatement le chocolat. Invitez-nous quand c'est prêt !,"[""Préchauffez votre four à 50 °C. Placez le plat au four. Remuez immédiatement le chocolat. Invitez-nous quand c'est prêt\xa0!""]"
wikilingua_crosslingual-train-2599170,wikilingua_crosslingual-train-2599170,fr,en,"Vous devez uniquement mesurer le matelas, pas le lit accompagné de sa literie. Demandez à un ami de vous aider si le mètre ne tient pas en place. Les mesures que vous prenez vous seront utiles pour trouver le type de lit que vous avez. Vous pouvez aussi mesurer l'espace dont vous disposez pour chercher par après un lit qui aura des dimensions similaires. Déroulez le mètre jusqu'à atteindre l'autre extrémité. Notez la mesure. Déroulez le mètre jusqu'au bord où se trouvent vos pieds. Notez la mesure.",Strip the bed of all bedding. Grab a retractable measuring tape. Keep a pen and paper nearby to write down the measurements for future reference. Place one end of the measuring tape at the left side of the bed. Set the end of the tape at the middle top of the bed.,['Strip the bed of all bedding. Grab a retractable measuring tape. Keep a pen and paper nearby to write down the measurements for future reference. Place one end of the measuring tape at the left side of the bed. Set the end of the tape at the middle top of the bed.']
wikilingua_crosslingual-train-2599269,wikilingua_crosslingual-train-2599269,en,fr,"Use your brush to clean the bottom and sides of the pool again, then vacuum up all the dead algae. If there are a lot of dead particles and you're having trouble vacuuming them, you can add a flocculent to help the algae bind together and make it easier to vacuum. Your swimming pool water should be crystal clear after treatment. If the algae seems to be coming back, go through the shocking and treating process again until it's all cleared away. All chemical levels should be in the normal range.",Aspirez les algues mortes restantes. Faites fonctionner le filtre pour éliminer les algues. Faites les derniers contrôles.,['Aspirez les algues mortes restantes. Faites fonctionner le filtre pour éliminer les algues. Faites les derniers contrôles.']
wikilingua_crosslingual-train-2599296,wikilingua_crosslingual-train-2599296,fr,en,"La chaleur ou la vapeur du fer a pu impacter la fibre textile. Si vous pliez le pantalon pour le ranger, vous risquez de le froisser à nouveau. Posez le pantalon sur un portant et attendez quelques minutes qu'il soit froid avant de le ranger .",Let your pants cool down for 2-5 minutes.,['Let your pants cool down for 2-5 minutes.']
wikilingua_crosslingual-train-2599297,wikilingua_crosslingual-train-2599297,en,fr,"Before you hang or fold your pants, let them sit on your ironing board for a few minutes until they are cool to the touch. If you fold your pants before they cool, you can create additional creases or wrinkles.",Laissez le pantalon refroidir.,['Laissez le pantalon refroidir.']
wikilingua_crosslingual-train-2599349,wikilingua_crosslingual-train-2599349,en,fr,"But first, allow the paint a minimum of 24 hours to dry and set. Then you should use 220-grit sandpaper to lightly sand your finished paint job. This will give a uniform finish to the board and remove any irregularities from it. Once you have finished sanding, wipe free the sawdust with a damp, lint/fuzz free rag/t-shirt. Wait 15 minutes, and then remove the tape on the sides/top of your board. Reattach your trucks and your design is done!",Poncez le motif final.,['Poncez le motif final.']
